domain_x_mm,domain_y_mm,domain_z_mm,frontal_area_mm2,cross_section_mm2,blockage_ratio_pct,upstream_over_H,downstream_over_H,side_clearance_over_H,top_clearance_over_H
960.0000,260.0000,128.0000,1680.0000,33280.0000,5.0481,10.7143,21.4286,3.5714,3.5714
