sized_at_V_m_s,y_plus_target,first_layer_height_mm,n_layers,growth_rate,total_thickness_mm,channel_gap_mm,pct_of_half_gap
6.00000,1.00000,0.07487,15,1.20000,5.39316,4.70000,229.49604
